Default,Loan Amount,term,Interest Rate,Installment,Grade,Sub-Grade,Employment Title,Employment Length,Home Ownership,Annual Income,Verified Income,Issue Date,Loan Status,Payment Plan,purpose,title,Zip Code,State,Monthly Debt to Income Ratio,Delinquencies Over 2 Years,Earliest Credit Line,Inquiries Last 6 Months,Months Since Last Delinquincy,Months Since Last Public Record,Open Credit Lines,Derogatory Public Records,Credit Revolving Balance,Credit Utilization Rate,Total Credit Lines,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
N,8000, 36 months,0.14,275.22,C,C4,Account Manager,10+ years,RENT,105000,Source Verified,16-Feb,In Grace Period,n,small_business,Business,951xx,CA,18.34,0,Apr-79,2,,81,15,1,12040,0.56,28,16-Nov,275.22,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,50304,1,3,2,4,8,38264,85,1,1,3952,76,21700,2,0,2,5,3593,4129,74.4,0,0,166,442,3,3,1,34,,3,,0,7,8,7,11,9,11,17,8,15,0,0,0,3,100,57.1,1,0,66510,50304,16100,44810
N,15000, 36 months,0.13,505.34,C,C2,chef,8 years,OWN,70000,Source Verified,16-Feb,In Grace Period,n,small_business,Business,073xx,NJ,20.41,0,6-Apr,0,,,6,0,5182,0.63,11,16-Nov,505.34,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,75,29110,0,2,0,2,18,22785,60,0,1,4768,57,8200,1,0,0,3,4852,232,95.4,0,0,118,118,17,17,0,94,,17,,0,1,3,1,3,5,3,5,3,6,0,0,0,0,100,100,0,0,50871,29110,5000,37767
N,1600, 36 months,0.13,53.91,C,C2,Detention services tech,10+ years,MORTGAGE,56000,Verified,16-Feb,Fully Paid,n,small_business,Business,891xx,NV,29.28,0,1-Jan,2,,,11,0,16317,0.71,30,16-Nov,1321.76,,16-Dec,0,,INDIVIDUAL,,,,0,0,141776,3,3,2,5,2,34532,93,1,2,8270,84,23100,2,1,3,7,12889,547,95.8,0,0,124,104,1,1,1,29,,1,,0,2,7,2,3,21,7,8,7,11,0,0,0,3,96.7,100,0,0,169736,50849,12900,37116
N,20000, 36 months,0.16,706.01,D,D1,owner,10+ years,RENT,64000,Not Verified,16-Feb,Late (16-30 days),n,small_business,Business,945xx,CA,14.29,0,10-Nov,0,45,64,9,3,1517,0.18,11,16-Nov,706.01,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,24253,2,1,0,0,33,22736,72,3,3,869,60,8600,0,0,0,3,2695,5483,21.7,0,0,33,62,5,5,0,5,45,,45,0,3,3,6,8,1,8,10,3,9,0,0,0,3,90.9,33.3,1,2,40298,24253,7000,31698
N,7000, 36 months,0.13,235.46,C,C2,owner,9 years,MORTGAGE,50000,Not Verified,16-Feb,Late (16-30 days),n,small_business,Business,396xx,MS,32.26,0,Nov-99,0,30,,12,0,19207,0.89,23,16-Nov,235.46,17-Jan,16-Dec,0,68,INDIVIDUAL,,,,0,0,93909,0,2,0,0,30,14492,55,0,0,8157,70,21600,2,0,3,0,8537,2288,89.3,0,0,113,194,33,30,2,33,68,5,30,1,6,7,7,11,5,9,16,7,12,0,0,0,0,86.4,57.1,0,0,114299,33699,21400,26299
N,27650, 36 months,0.14,944.88,C,C4,Developer,< 1 year,MORTGAGE,110000,Not Verified,16-Jan,Fully Paid,n,small_business,Business,112xx,NY,24,0,Apr-94,0,,,9,0,982,0.01,23,16-Nov,872.15,,16-Nov,0,,INDIVIDUAL,,,,0,0,511723,0,2,0,2,15,46886,64,1,3,492,23,60000,3,2,0,6,56858,42331,2.7,0,0,116,261,12,12,3,20,,14,,0,2,3,3,9,3,6,16,3,9,0,0,0,1,100,0,0,0,611006,47868,43300,78506
N,7000, 36 months,0.11,230.77,B,B5,HEAD OF INDUSTRIAL DESIGN,10+ years,OWN,113500,Not Verified,16-Jan,Fully Paid,n,small_business,Business,100xx,NY,12.47,0,7-Aug,0,,,7,0,5242,0.13,10,16-Nov,4498.5,,16-Dec,0,,INDIVIDUAL,,,,0,0,38695,1,2,2,2,2,33453,93,0,1,4192,50,40700,0,0,0,3,5528,33458,13.5,0,0,7,101,14,2,0,14,,14,,0,3,3,4,7,2,5,8,3,7,0,0,0,2,100,0,0,0,76700,38695,38700,36000
N,10000, 36 months,0.11,326.35,B,B4,RN,3 years,MORTGAGE,120000,Not Verified,16-Jan,Late (16-30 days),n,small_business,Business,952xx,CA,14.42,0,Jan-83,1,32,,19,0,21040,0.37,38,16-Nov,326.35,17-Jan,16-Dec,0,40,INDIVIDUAL,,,,0,0,377158,0,2,0,2,14,19526,52,2,8,12966,43,57400,0,4,2,11,20953,19415,47,0,0,173,396,7,7,3,16,77,2,32,2,3,5,4,10,9,13,25,6,19,0,0,0,2,92.1,0,0,0,699294,40566,36600,37399
N,6650, 36 months,0.13,225.48,C,C3,President,1 year,MORTGAGE,50000,Not Verified,16-Jan,Fully Paid,n,small_business,Business,026xx,MA,9.19,0,Jan-98,1,26,88,13,1,12259,0.49,20,16-Nov,2243.01,,16-Dec,0,,INDIVIDUAL,,,,0,0,302538,0,0,0,0,68,0,,3,4,4338,45,25300,3,0,4,4,23272,10917,51,0,0,119,201,8,8,1,8,41,0,41,0,9,10,9,11,4,11,14,10,13,0,0,0,3,75,22.2,0,1,359062,12259,22300,0
N,6025, 36 months,0.12,200.09,C,C1,Manager,5 years,RENT,46500,Verified,16-Jan,Fully Paid,n,small_business,Business,021xx,MA,23.69,0,6-Jun,0,,,8,0,8178,0.28,17,16-Nov,45.54,,16-Nov,0,,INDIVIDUAL,,,,0,0,35597,2,1,0,0,29,27419,,3,6,3062,28,29300,1,1,3,6,4450,12257,34.1,0,0,114,108,0,0,0,0,,0,,0,3,5,4,10,3,7,14,5,8,0,0,0,3,100,0,0,0,71148,35597,18600,41848
N,35000, 36 months,0.19,1282.79,D,D3,President,7 years,OWN,350000,Verified,16-Aug,Fully Paid,n,small_business,Business,601xx,IL,13.3,0,May-95,3,,,29,0,256826,0.68,56,16-Dec,34147.72,,16-Dec,0,,INDIVIDUAL,,,,0,0,1204200,2,4,1,2,3,117534,70,2,10,20686,68,377600,0,0,4,13,43007,8890,37,0,0,131,255,1,1,4,11,,1,,0,21,23,36,36,5,23,49,10,28,,0,0,3,100,30,0,0,1846150,192893,177800,168550
N,10000, 36 months,0.11,327.34,B,B4,Senior Analys,6 years,RENT,120000,Not Verified,16-Aug,Fully Paid,n,small_business,,946xx,CA,2.04,0,Apr-98,0,79,20,19,1,7906,0.17,36,16-Dec,9661.77,,16-Dec,0,79,INDIVIDUAL,,,,0,0,23955,1,8,0,0,127,16049,93,1,3,6880,38,45700,0,0,0,3,1261,33994,18.9,0,0,220,67,2,2,0,2,,,,1,3,3,8,12,18,11,18,3,19,0,0,0,1,94.4,12.5,0,1,62987,23955,41900,17287
N,13950, 36 months,0.14,480.11,C,C4,Owner,5 years,RENT,31756,Verified,16-Aug,In Grace Period,n,small_business,Business,939xx,CA,25.77,0,Oct-99,2,,,4,0,11844,0.57,9,16-Dec,480.11,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,43293,0,1,1,1,7,31449,93,1,2,9706,79,20800,0,1,7,3,14431,294,97.1,0,0,202,152,8,7,0,15,,1,,0,1,2,2,3,4,3,5,2,4,0,0,0,2,100,100,0,0,54801,43293,10000,34001
Y,15000, 36 months,0.14,512.6,C,C3,REPAIR SERVICE WRITER,10+ years,MORTGAGE,80000,Verified,16-Aug,Late (31-120 days),n,small_business,Business,801xx,CO,11.97,0,4-Dec,0,,,5,0,20493,0.92,8,16-Dec,519.6,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,225595,1,1,0,1,22,24078,78,1,1,0,84,22300,0,0,0,3,45119,1600,0,0,0,22,93,1,1,3,29,,,,0,0,2,1,1,1,3,4,2,5,0,0,0,1,100,0,0,0,240084,44571,1600,30784
N,20000, 36 months,0.09,632.19,A,A5,Transport Engineer ,8 years,MORTGAGE,110000,Not Verified,16-Aug,Fully Paid,n,small_business,Business,946xx,CA,8.06,0,7-May,0,,,8,0,359,0.01,19,16-Dec,18694.18,,16-Dec,0,,INDIVIDUAL,,,,0,0,33449,0,1,2,3,7,33090,,0,2,59,1,27200,2,0,5,6,4181,11428,0.6,0,0,111,86,14,7,2,14,,3,,0,2,3,3,3,10,7,7,3,8,0,0,0,2,100,0,0,0,62203,33449,11500,35003
Y,20000, 36 months,0.14,688.33,C,C4,Director,2 years,RENT,65000,Source Verified,16-Jul,Late (31-120 days),n,small_business,Business,333xx,FL,18.17,1,1-Jun,0,19,,14,0,17876,0.74,25,16-Dec,722.75,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,878,82408,0,9,0,1,21,64532,89,0,0,7434,85,24200,0,1,1,1,5886,1865,87.8,0,0,142,180,97,21,1,163,32,4,19,0,2,5,2,3,12,5,12,5,14,0,0,0,0,79.2,100,0,0,96497,82408,15300,72297
N,35000, 36 months,0.14,1196.05,C,C3,Registered Nurse,10+ years,MORTGAGE,120000,Source Verified,16-Jul,Late (16-30 days),n,small_business,Business,925xx,CA,13.43,3,5-Nov,0,9,,10,0,8109,0.44,26,16-Dec,1255.85,17-Jan,16-Dec,0,9,INDIVIDUAL,,,,0,0,48446,1,5,1,4,1,40337,51,0,1,1948,47,18500,0,9,1,6,4845,8252,19.1,1,0,127,116,15,1,2,32,,8,13,1,1,3,2,4,13,5,10,3,10,0,0,1,1,76.9,50,0,0,79716,48446,10200,61216
N,16000, 36 months,0.20,594.54,D,D4,Driver,4 years,MORTGAGE,72000,Verified,16-Jun,In Grace Period,n,small_business,Business,851xx,AZ,24.78,0,Nov-97,0,,,7,0,6456,0.60,15,16-Dec,594.54,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,258031,2,1,2,3,4,44852,,1,1,3282,60,10800,3,1,7,4,43005,1168,82.8,0,0,131,223,3,3,1,55,,4,,0,2,3,3,4,6,5,8,3,7,0,0,0,3,100,100,0,0,269780,51308,6800,45666
N,19200, 36 months,0.13,644.99,C,C1,Test Engineer 3,6 years,MORTGAGE,78000,Verified,16-Jun,In Grace Period,n,small_business,Business,124xx,NY,8.75,1,7-May,0,11,,7,0,66577,0.45,8,16-Dec,644.99,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,73345,0,1,0,1,22,6768,86,0,0,2858,65,73100,0,0,0,1,10478,2923,52.9,0,0,31,109,30,22,0,30,,,11,0,2,4,2,2,2,6,6,4,7,0,0,0,0,87.5,0,0,0,80941,73345,6200,7841
N,21000, 36 months,0.09,669.36,B,B2,owner/operator,10+ years,MORTGAGE,125000,Not Verified,16-Jun,Late (16-30 days),n,small_business,Business,365xx,AL,14.36,0,3-Jul,2,68,42,8,2,5694,0.24,26,16-Dec,1372.19,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,286677,0,2,1,5,7,32569,47,0,1,2568,33,22500,2,7,5,6,35835,15183,19,0,0,123,154,21,7,3,40,,0,,1,3,4,3,3,17,4,6,4,8,0,0,0,1,88,0,0,2,345308,38263,19400,66308
N,7500, 36 months,0.17,268.41,D,D2,Programmer,10+ years,OWN,110000,Verified,16-Jun,Late (16-30 days),n,small_business,Business,761xx,TX,7.44,0,4-Jan,2,57,,9,0,6502,0.59,19,16-Dec,249,17-Jan,16-Dec,0,57,INDIVIDUAL,,,,0,0,193639,3,5,6,8,3,99251,98,2,2,730,94,11000,5,1,8,10,21515,1270,36.5,0,0,72,82,1,1,2,78,,1,,1,1,2,1,2,13,3,4,2,9,0,0,0,8,94.7,0,0,0,219487,105753,2000,101287
N,20000, 36 months,0.16,706.01,D,D1,Supervisor,10+ years,MORTGAGE,95000,Verified,16-Apr,In Grace Period,n,small_business,Business,314xx,GA,23.5,0,5-Jul,3,,,6,0,13061,0.82,16,16-Dec,706.01,17-Jan,16-Jul,0,,INDIVIDUAL,,,,0,0,245409,0,2,1,1,7,83370,96,0,0,13011,85,16000,0,0,4,1,40902,2939,81.6,0,0,129,85,46,7,2,46,,1,,0,2,2,3,3,10,3,4,2,6,0,0,0,1,100,33.3,0,0,333526,96431,16000,152746
Y,10900, 36 months,0.23,422.68,F,F1,Bankruptcy,10+ years,MORTGAGE,46654.4,Verified,16-Apr,Late (31-120 days),n,small_business,Business,282xx,NC,14.66,5,Dec-99,0,15,,6,0,1581,0.24,13,16-Dec,422.68,17-Jan,16-Dec,0,15,INDIVIDUAL,,,,0,0,212371,0,2,1,1,10,59916,79,1,1,1368,48,6500,0,2,0,2,35395,1919,45.2,0,0,196,82,10,10,2,32,15,,15,5,2,2,2,3,7,3,4,2,6,0,0,4,2,38.5,0,0,0,197738,61497,3500,32904
N,24000, 36 months,0.10,771.6,B,B3,Spa ,10+ years,RENT,90000,Verified,16-Apr,In Grace Period,n,small_business,,113xx,NY,13.43,1,Oct-90,0,14,,5,0,4375,0.65,31,16-Dec,771.6,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,34442,2,1,0,1,15,12393,83,2,2,4375,88,26100,0,0,0,3,6888,19725,93.1,0,0,94,305,3,3,0,64,,,,0,1,1,2,16,3,3,27,1,5,0,0,0,2,96.6,50,0,0,58774,34442,24100,15000
N,4800, 36 months,0.13,161.71,C,C2,COST CONTROLLER,2 years,RENT,52000,Not Verified,16-Mar,Fully Paid,n,small_business,Business,331xx,FL,6.88,0,6-Oct,0,,,5,0,697,0.21,10,16-Dec,4072.16,,16-Dec,0,,INDIVIDUAL,,,,0,0,21225,2,3,3,3,2,20528,100,0,0,697,89,3400,2,0,4,3,4245,2703,20.5,0,0,79,113,49,2,0,49,,3,,0,1,1,2,3,7,2,3,1,5,0,0,0,3,100,0,0,0,23875,21225,3400,20475
N,6000, 36 months,0.10,192.9,B,B3,project manager,10+ years,MORTGAGE,96654,Not Verified,16-Mar,Fully Paid,n,small_business,Business,633xx,MO,17.92,6,Nov-00,1,20,,18,0,1321,0.04,35,16-Dec,5033.74,,16-Dec,0,20,INDIVIDUAL,,,,0,0,308332,6,10,3,5,1,158975,96,3,3,800,72,31200,0,5,6,8,17130,12179,9.8,0,0,140,184,4,1,1,27,,4,,6,2,2,2,6,19,7,15,2,18,0,0,6,6,82.9,0,0,0,362578,160296,13500,149033
N,4550, 36 months,0.28,189.05,G,G3,President,< 1 year,OWN,30000,Source Verified,16-Mar,In Grace Period,n,small_business,Business,298xx,SC,7.96,0,5-Sep,0,25,,10,0,6526,0.70,22,16-Dec,189.05,17-Jan,16-Dec,0,75,INDIVIDUAL,,,,0,0,67066,1,7,0,0,46,60540,127,2,3,4321,117,9300,0,0,2,3,6707,2474,72.5,0,0,126,113,3,3,0,3,75,7,25,3,2,2,2,9,10,3,12,2,10,0,0,0,2,85,50,0,0,57149,67066,9000,47849
Y,30000, 36 months,0.16,1059.02,D,D1,Owner/Operator,3 years,RENT,150000,Source Verified,16-Mar,Late (31-120 days),n,small_business,Business,575xx,SD,9.84,2,Jun-92,0,13,,5,0,7810,0.41,16,16-Dec,1070,17-Jan,16-Dec,0,23,INDIVIDUAL,,,,0,217,37937,0,3,0,1,15,30127,47,0,2,7810,45,19000,0,1,2,3,7587,11190,41.1,0,0,285,148,13,13,4,13,,4,,1,1,1,2,3,9,2,3,1,5,0,0,1,0,86.7,0,0,0,83540,37937,19000,64540
N,12800, 36 months,0.25,508.86,F,F3,Manager,4 years,OWN,54000,Not Verified,16-Mar,In Grace Period,n,small_business,Business,553xx,MN,30.51,0,Jul-00,2,30,,8,0,2193,0.34,24,16-Dec,508.86,17-Jan,16-Dec,0,35,INDIVIDUAL,,,,0,0,39578,4,5,6,6,3,37385,96,1,3,359,87,6500,1,0,4,9,4947,241,59.8,0,0,65,188,4,3,4,14,44,3,35,6,1,3,1,6,8,3,12,3,8,0,0,0,7,69.6,0,0,0,45537,39578,600,39037
N,21600, 36 months,0.16,762.49,D,D1,Journeyman lineman,4 years,RENT,120000,Source Verified,16-Mar,Fully Paid,n,small_business,Business,588xx,ND,13.54,0,5-Sep,2,,,18,0,3564,0.10,31,16-Dec,12883.87,,16-Dec,0,,INDIVIDUAL,,,,0,0,40819,0,11,0,0,37,37255,27,0,7,3064,19,35500,1,1,2,7,2268,27036,11.6,0,0,125,88,15,15,0,15,,1,,0,2,2,4,5,22,7,9,2,18,0,0,0,0,96.7,0,0,0,119456,40819,30600,83956
N,6000, 36 months,0.14,206.41,C,C4,owner,5 years,RENT,50000,Not Verified,16-Feb,Late (16-30 days),n,small_business,Business,280xx,NC,28.3,0,1-Dec,2,34,,11,0,8170,0.44,32,16-Dec,234.68,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,34015,4,3,1,2,4,25845,55,3,5,2870,52,18500,0,13,2,7,3092,1921,79.8,0,0,170,87,2,2,0,6,35,4,34,0,4,7,4,6,18,8,14,7,11,0,0,0,4,80.6,75,0,0,65898,34015,9500,47398
Y,23350, 36 months,0.17,832.38,D,D1,Driver,< 1 year,RENT,124000,Not Verified,16-Jul,Charged Off,n,small_business,Business,922xx,CA,0.28,0,4-Mar,0,80,89,10,1,648,0.04,17,,0,,16-Dec,0,,INDIVIDUAL,,,,0,169,307220,0,0,0,0,37,0,,1,2,634,4,15400,4,0,6,3,30722,8852,6.8,0,0,65,148,12,12,2,26,80,3,80,0,2,2,5,7,3,9,12,2,10,0,0,0,1,94.1,0,1,0,329175,648,9500,0
Y,35000, 36 months,0.20,1300.55,D,D5,Farmer Manager,10+ years,OWN,150000,Verified,16-Jun,Charged Off,n,small_business,Business,584xx,ND,13.46,0,Mar-83,0,,,6,0,31421,0.54,8,,0,,16-Dec,0,,INDIVIDUAL,,,,0,0,70232,0,1,0,0,27,38811,,1,3,15552,54,58400,0,0,1,3,14046,26979,53.8,0,0,70,398,12,12,0,12,,11,,0,3,3,5,5,2,5,6,3,6,0,0,0,1,100,75,0,0,111245,70232,58400,52845
Y,19000, 36 months,0.16,670.71,D,D1,executive chef,1 year,RENT,95000,Source Verified,16-May,Charged Off,n,small_business,Business,113xx,NY,30.82,0,4-Jul,2,,36,9,1,133,0.01,24,,0,,16-Dec,0,,INDIVIDUAL,,,,0,0,91455,1,4,3,4,7,91322,88,1,5,67,71,17000,3,0,11,9,11432,14367,0.9,0,0,129,141,5,5,0,21,,1,,0,2,2,2,7,8,5,16,2,9,0,0,0,4,100,0,1,0,124967,91455,14500,107967
Y,10725, 36 months,0.19,393.09,D,D4,PE TEACHER,10+ years,MORTGAGE,52000,Not Verified,16-Mar,Charged Off,n,small_business,,352xx,AL,17.4,0,Nov-99,0,32,72,16,1,20061,0.60,33,,0,,16-Dec,0,,INDIVIDUAL,,,,0,72,251063,0,5,2,2,10,23945,69,0,4,15486,65,33400,2,1,4,6,15691,7575,68.4,0,0,141,196,14,10,1,14,32,3,32,1,3,5,4,6,15,10,17,5,15,0,0,0,2,93.9,25,1,0,328190,44006,24000,34578
